context	label
I realized that it had rained and some crops had been destroyed.	1
I didn't realize that it had rained and some crops had been destroyed.	1
I didn't eat any ice cream or any cake.	1
I didn't eat any ice cream and any cake.	0
I didn't eat the cake or any ice cream.	0
I didn't eat any ice cream or Mary's cake.	0
I didn't eat any ice cream or the cake.	0
John and Mary met in Vienna.	1
John met Mary in Vienna.	1
Few writers and any playwrights meet in Vienna.	0
Few writers meet any playwrights in Vienna.	1
My brother and few Americans meet in Vienna.	0
My brother meets few Americans in Vienna.	1
No writer, and no playwright, speaks clearly.	1
No writer, nor any playwright, speaks clearly.	1
Bill understands Mary and himself.	0
Bill understands himself and Mary.	0
Bill and Mary washed himself.	0
Andy pinched Sarah and tickled herself.	0
The gun and a description of itself lay on the bureau.	0
Bill believes that Anna and he are similar.	1
Bill believes Anna and him to be similar.	1
Bill believes Anna and himself to be similar.	0
I deny that that Bob has any money is certain.	0
I deny that it is certain that Bob has any money.	1
I deny that that Bob has some money is certain.	0
Tom will not force you to marry any student.	1
Tom will force you to marry no student.	1
The writers of any of the reports didn't know the answer.	0
The writers of none of the reports.	1
Tom will force you to marry no student, and neither will I.	1
It is not certain that you'll marry any student.	1
It is not certain that you'll marry any particular student.	1
It is certain that you'll marry no student.	1
That you will marry any particular student is not certain.	1
The man who I gave John a picture of was bald.	1
The man who I gave John this picture of was bald.	0
The man who I gave John Ed's picture of was bald.	0
I gave Jack a picture of myself.	1
I gave Jack Ed's picture of myself.	0
I didn't give Jack a picture of anybody.	1
I didn't give Jack this picture of anybody.	0
I hope I'm not treading on anyone's toes.	1
Abernathy admitted that the poison pen letter had been written by my sister and him.	1
Abernathy admitted that the poison pen letter had been written by my sister and himself.	1
That the sun was out is obvious.	1
That anybody ever left at all is not known.	1
That anybody ever left at all is not certain.	1
That anybody ever left at all is impossible.	1
That anybody ever left at all is surprises me.	1
Tonight, what Bob cooked yesterday still tastes good.	1
Tonight, what Bob cooked yesterday still tastes good, so tonight, what Bob cooked yesterday will be eaten up.	1
Tonight, what Bob cooked yesterday still tastes good, so tonight it will be eaten up.	1
Martha gave Myrna an apple.	1
Leigh threw the ball to Lane.	1
Leigh threw Lane the ball.	1
The noise gave Terry a headache.	1
The noise gave a headache to Terry.	0
Jill threw the ball from home plate to third base.	1
Jill kicked the ball from home plate to third base.	1
I sent the bicycle from my house at the beach to my house in the mountains.	1
I shipped the bicycle from my house at the beach to my house in the mountains.	1
Fred threw the ball under the porch.	1
Fred threw the ball behind the tree.	1
Fred threw the ball over the fence.	1
Fred kicked the ball under the porch.	1
Fred kicked the ball behind the tree.	1
Fred kicked the ball over the fence.	1
Felicia threw the ball off the bench.	1
Felicia threw the ball out the window.	1
Felicia kicked the ball out the window.	1
Felicia sent the box off the shelf.	0
Felicia sent the box out of the storeroom.	0
Felicia shipped the box off the shelf.	0
Felicia shipped the box out of the storeroom.	0
Jake sent the box at Carson.	0
Jake sent the box towards Carson.	0
Jake shipped the box at Carson.	0
Jake shipped the box towards Carson.	0
Anne is curious as to why her father sent her a telegram to America to return home at once.	1
Where did you give the ball?	0
Where did you throw the ball? To third base.	1
Where did you send the bicycle? To Rome.	1
I gave the package to Maria.	1
I gave the package to London.	0
I sent the package to London.	1
I threw the ball to Maria.	1
I threw the ball to the other side of the field.	1
Susan gave the ball halfway to Bill.	0
Susan gave the ball all the way to Bill.	0
Jake threw the ball all the way to Bill.	1
Jake threw the ball halfway to Bill.	1
Jake kicked the ball all the way to Bill.	1
Jake kicked the ball halfway to Bill.	1
I sent the package all the way around the world.	1
I sent the package to the Antarctic.	1
I shipped the package halfway around the world.	1
I shipped the package all the way around the world.	1
I shipped the package halfway to the Antarctic.	1
Fred gave the ball under Molly.	0
Fred gave the ball behind Molly.	0
Fred gave the ball over Molly.	0
Fred offered the ball under Molly.	0
Fred offered the ball over Molly.	0
Sam gave the ball off the shelf.	0
Sam offered the ball off the shelf.	0
Jill gave the ball at Bob.	0
Jill gave the ball towards Bob.	0
Jill offered the ball at Bob.	0
Jill offered the ball towards Bob.	0
Give a fresh coat of paint to the front door.	1
One of the Jewish children is a spunky girl, who gave a black eye to the kid with the German roots before the start of the war.	1
The door has a fresh coat of paint.	1
The spunky girl has a black eye.	1
I promise a good time to all who come.	1
All who come will have a good time.	1
He died from exhaustion.	1
The water melted into ice.	1
The water melted to ice.	1
A hefty sum of money came to him from his grandfather.	1
The close brush with the law put the fear of god in him.	1
She fell in love.	1
She fell into a sulk.	1
She fell into a funk.	1
To whom did you give the ball?	1
To whom did you throw the ball?	1
Where did you throw the ball?	1
To whom did you send the package?	1
Where did you send the package?	1
Smith threw the ball to the first baseman.	1
Smith threw the first baseman the ball.	1
Smith threw the first base the ball.	0
Smith envied Jones his good fortune.	1
Smith envied his good fortune to Jones.	0
No one can forgive you that comment.	1
The recession cost my grandfather a raise.	1
Mary taught John linguistics.	1
Mary taught linguistics to John.	1
I threw the ball to Julian, but it fell short of him.	1
Max offered the victims help, but they refused his offer.	1
Max offered help to the victims, but they refused his offer.	1
Sarah promised her old car to Catherine, but then gave it to her son instead.	1
I taught them English for an entire year, but they don't seem to have learned.	1
I read him the figures, but when I looked up, he was gone.	1
I throw you a lifeline and you giggle.	1
I kicked him the ball, but the wind blew it astray.	1
I threw Mary the ball, but she was looking at the birds flying overhead and didn't even notice.	1
I threw the ball to Mary, but she was looking at the birds flying overhead and didn't even notice.	1
Lewis shipped Sam a bicycle, but it never arrived.	1
Lewis sent Sam a bicycle, but it never arrived.	1
The police read the detainees' rights to them, but not a single one was paying attention.	1
I wrote a letter to Blair, but I tore it up before I sent it.	1
The police read the detainees their rights, but not a single one was paying attention.	1
I wrote Blair a letter, but I tore it up before I sent it.	1
Ann copied the manuscript, but she didn't finish it.	1
Alex read the newspaper for an hour.	1
Alex read the newspaper in an hour.	1
